geo,ref_date,age_band,unemployment_rate,employment_rate,participation_rate,age_group_raw,note
Quebec,1978-10,All (15+),10.4,54.0,60.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-10,Core (25-54),8.3,66.0,71.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-10,Older (55+),8.4,26.7,29.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-10,Youth (15-24),15.9,51.9,61.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-11,All (15+),10.5,54.0,60.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-11,Core (25-54),8.2,66.1,72.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-11,Older (55+),6.5,26.4,28.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-11,Youth (15-24),17.1,51.8,62.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-12,All (15+),10.3,54.1,60.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-12,Core (25-54),7.7,66.5,72.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-12,Older (55+),7.2,26.2,28.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1978-12,Youth (15-24),17.5,51.6,62.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-01,All (15+),10.9,53.9,60.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-01,Core (25-54),8.5,66.0,72.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-01,Older (55+),7.8,26.6,28.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-01,Youth (15-24),17.6,51.4,62.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-02,All (15+),10.5,54.0,60.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-02,Core (25-54),8.4,66.1,72.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-02,Older (55+),5.9,26.7,28.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-02,Youth (15-24),16.7,51.7,62.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-03,All (15+),10.5,54.0,60.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-03,Core (25-54),8.4,66.3,72.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-03,Older (55+),6.5,26.3,28.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-03,Youth (15-24),16.7,51.7,62.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-04,All (15+),10.2,54.3,60.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-04,Core (25-54),7.9,66.7,72.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-04,Older (55+),6.9,26.0,27.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-04,Youth (15-24),16.7,52.2,62.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-05,All (15+),9.7,54.7,60.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-05,Core (25-54),7.5,67.1,72.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-05,Older (55+),5.6,26.5,28.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-05,Youth (15-24),16.2,52.6,62.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-06,All (15+),9.5,54.6,60.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-06,Core (25-54),7.2,66.7,71.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-06,Older (55+),5.4,26.7,28.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-06,Youth (15-24),16.1,52.5,62.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-07,All (15+),9.3,54.8,60.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-07,Core (25-54),7.4,67.0,72.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-07,Older (55+),4.0,26.8,28.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-07,Youth (15-24),15.4,52.8,62.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-08,All (15+),8.7,55.0,60.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-08,Core (25-54),7.0,67.6,72.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-08,Older (55+),4.2,26.0,27.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-08,Youth (15-24),14.2,53.2,62.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-09,All (15+),9.0,55.0,60.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-09,Core (25-54),6.7,67.5,72.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-09,Older (55+),5.4,26.0,27.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-09,Youth (15-24),15.3,53.1,62.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-10,All (15+),9.5,55.2,60.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-10,Core (25-54),7.1,67.5,72.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-10,Older (55+),4.5,26.5,27.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-10,Youth (15-24),16.4,53.4,63.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-11,All (15+),9.3,55.3,61.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-11,Core (25-54),7.2,67.7,72.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-11,Older (55+),4.9,26.7,28.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-11,Youth (15-24),15.8,53.4,63.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-12,All (15+),9.7,55.3,61.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-12,Core (25-54),7.7,67.6,73.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-12,Older (55+),5.8,26.5,28.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1979-12,Youth (15-24),15.8,53.8,63.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-01,All (15+),9.5,55.5,61.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-01,Core (25-54),7.6,67.7,73.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-01,Older (55+),6.2,27.0,28.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-01,Youth (15-24),15.0,54.1,63.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-02,All (15+),10.2,55.3,61.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-02,Core (25-54),8.0,67.5,73.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-02,Older (55+),5.8,27.2,28.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-02,Youth (15-24),16.7,53.6,64.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-03,All (15+),9.8,55.2,61.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-03,Core (25-54),7.5,67.5,73.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-03,Older (55+),6.0,27.2,28.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-03,Youth (15-24),16.6,53.1,63.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-04,All (15+),10.0,55.3,61.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-04,Core (25-54),7.5,67.9,73.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-04,Older (55+),6.5,26.7,28.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-04,Youth (15-24),17.1,53.1,64.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-05,All (15+),9.9,55.0,61.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-05,Core (25-54),7.6,67.4,73.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-05,Older (55+),6.0,26.8,28.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-05,Youth (15-24),16.7,52.8,63.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-06,All (15+),10.3,55.0,61.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-06,Core (25-54),8.0,66.9,72.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-06,Older (55+),4.4,26.9,28.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-06,Youth (15-24),17.5,53.7,65.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-07,All (15+),10.2,55.0,61.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-07,Core (25-54),7.8,67.3,73.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-07,Older (55+),5.4,26.7,28.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-07,Youth (15-24),17.6,53.3,64.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-08,All (15+),10.2,55.0,61.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-08,Core (25-54),7.7,67.8,73.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-08,Older (55+),7.4,25.9,28.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-08,Youth (15-24),17.1,52.8,63.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-09,All (15+),10.0,55.2,61.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-09,Core (25-54),7.9,67.8,73.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-09,Older (55+),4.9,26.5,27.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-09,Youth (15-24),16.7,53.3,63.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-10,All (15+),10.0,55.3,61.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-10,Core (25-54),7.6,68.2,73.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-10,Older (55+),6.5,26.4,28.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-10,Youth (15-24),17.0,53.1,63.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-11,All (15+),10.2,55.4,61.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-11,Core (25-54),8.1,68.0,74.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-11,Older (55+),5.2,26.5,28.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-11,Youth (15-24),16.7,53.4,64.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-12,All (15+),10.0,55.4,61.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-12,Core (25-54),7.8,68.2,74.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-12,Older (55+),5.4,26.1,27.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1980-12,Youth (15-24),16.7,53.4,64.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-01,All (15+),10.4,55.6,62.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-01,Core (25-54),8.4,68.3,74.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-01,Older (55+),5.6,25.8,27.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-01,Youth (15-24),16.8,54.1,65.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-02,All (15+),10.2,56.0,62.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-02,Core (25-54),8.2,68.7,74.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-02,Older (55+),6.0,26.4,28.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-02,Youth (15-24),16.6,54.5,65.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-03,All (15+),10.3,55.8,62.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-03,Core (25-54),8.2,68.6,74.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-03,Older (55+),5.5,26.4,28.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-03,Youth (15-24),17.1,53.8,64.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-04,All (15+),9.7,55.8,61.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-04,Core (25-54),7.6,69.0,74.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-04,Older (55+),5.6,26.2,27.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-04,Youth (15-24),16.4,53.4,63.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-05,All (15+),10.3,55.6,61.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-05,Core (25-54),8.3,68.6,74.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-05,Older (55+),4.9,26.0,27.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-05,Youth (15-24),17.0,53.5,64.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-06,All (15+),10.1,55.9,62.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-06,Core (25-54),8.2,69.2,75.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-06,Older (55+),5.4,25.7,27.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-06,Youth (15-24),16.3,54.0,64.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-07,All (15+),10.0,55.8,62.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-07,Core (25-54),8.6,68.6,75.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-07,Older (55+),5.1,25.7,27.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-07,Youth (15-24),15.3,54.6,64.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-08,All (15+),9.8,55.9,61.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-08,Core (25-54),8.0,69.3,75.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-08,Older (55+),5.4,26.0,27.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-08,Youth (15-24),15.6,53.5,63.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-09,All (15+),11.2,55.0,61.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-09,Core (25-54),9.1,68.4,75.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-09,Older (55+),7.0,26.2,28.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-09,Youth (15-24),18.0,51.4,62.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-10,All (15+),11.6,54.8,62.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-10,Core (25-54),9.6,68.3,75.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-10,Older (55+),6.2,26.1,27.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-10,Youth (15-24),18.6,51.1,62.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-11,All (15+),11.4,54.2,61.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-11,Core (25-54),9.3,67.5,74.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-11,Older (55+),6.9,25.7,27.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-11,Youth (15-24),18.3,50.6,61.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-12,All (15+),12.0,53.8,61.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-12,Core (25-54),9.9,67.0,74.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-12,Older (55+),7.3,25.6,27.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1981-12,Youth (15-24),19.2,50.2,62.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-01,All (15+),11.4,53.8,60.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-01,Core (25-54),9.1,67.3,74.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-01,Older (55+),6.8,25.2,27.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-01,Youth (15-24),19.1,49.7,61.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-02,All (15+),11.9,53.3,60.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-02,Core (25-54),9.6,67.0,74.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-02,Older (55+),7.7,24.2,26.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-02,Youth (15-24),19.4,49.6,61.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-03,All (15+),12.5,53.0,60.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-03,Core (25-54),10.3,66.7,74.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-03,Older (55+),7.2,24.3,26.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-03,Youth (15-24),20.2,48.9,61.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-04,All (15+),13.0,52.5,60.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-04,Core (25-54),10.8,65.6,73.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Quebec,1982-04,Older (55+),8.1,24.4,26.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
